2517,1980614073927	3,72001406446282E-05
2515,9777570277147	3,747976959549229E-05
2514,756853964558	3,7751626376459264E-05
2513,535352163457	3,7812512872540433E-05
2512,3132515698944	3,7501967689757636E-05
2511,09055212929	3,7524739680838724E-05
2509,8672537870134	3,769919408689976E-05
2508,6433564883737	3,7735522001460324E-05
2507,418860178632	3,7656260620383706E-05
2506,1937648029816	3,771142772975595E-05
2504,9680703065733	3,779867495147692E-05
2503,741776634488	3,806374327037112E-05
2502,5148837317665	3,8261404313882326E-05
2501,287391543381	3,836078730455208E-05
2500,059300014258	3,814461890472074E-05
2498,830609089262	3,7801476784477485E-05
2497,601318713201	3,78072087971012E-05
2496,371428830831	3,821570412124713E-05
2495,1409393868544	3,837301844868523E-05
2493,909850325912	3,842106828016143E-05
2492,6781615925975	3,832153171321052E-05
2491,445873131437	3,849193837889044E-05
2490,2129848869135	3,8678056965867954E-05
2488,9794968034475	3,863035939618318E-05
2487,745408825411	3,85745635852997E-05
2486,5107208971094	3,868781686008966E-05
2485,275432962804	3,88286808302792E-05
2484,039544966692	3,91407276563275E-05
2482,8030568529266	3,9031243281016906E-05
2481,565968565592	3,880202454103571E-05
2480,328280048727	3,876480567014142E-05
2479,0899912463174	3,883973553834132E-05
2477,8511021022787	3,869173526463837E-05
2476,6116125604913	3,874794043844055E-05
2475,3715225647666	3,893726537775115E-05
2474,1308320588614	3,9107606469946416E-05
2472,889540986491	3,9075423755880416E-05
2471,6476492913007	3,896917218129643E-05
2470,4051569168823	3,896231841310031E-05
2469,162063806785	3,920785277525531E-05
2467,9183699044934	3,928598460768148E-05
2466,6740751534344	3,920837353302104E-05
2465,4291794969886	3,9463619196242624E-05
2464,1836828784762	3,986350232531605E-05
2462,937585241163	3,9780299231598635E-05
2461,6908865282658	3,9459934957583084E-05
2460,443586682941	3,958362574203273E-05
2459,1956856482866	3,991151858084713E-05
2457,947183367356	3,987438703805755E-05
2456,698079783142	3,97804830455823E-05
2455,4483748385865	3,986433603629654E-05
2454,1980684765695	3,987278901002303E-05
2452,947160639922	3,970493359412098E-05
2451,695651271426	3,9564852126200726E-05
2450,443540313794	3,949230170811753E-05
2449,190827709699	3,982440488746427E-05
2447,937513401752	4,034955544792945E-05
2446,6835973325124	4,045329669620849E-05
2445,4290794444805	4,0258001108788076E-05
2444,173959680111	4,010844595959812E-05
2442,9182379817958	3,995484938174716E-05
2441,661914291877	4,002489871638678E-05
2440,404988552642	4,0167839203812965E-05
2439,147460706321	4,044270355664248E-05
2437,8893306950977	4,071673297857056E-05
2436,6305984610954	4,073407644705166E-05
2435,3712639463774	4,0441777116284695E-05
2434,111327092969	4,0340604060939354E-05
2432,85078784283	4,040610530491965E-05
2431,589646137865	4,0702961724806906E-05
2430,3279019199326	4,089360640130633E-05
2429,065555130832	4,1032396265777864E-05
2427,802605712306	4,0953794193198516E-05
2426,539053606055	4,072793840943776E-05
2425,2748987537125	4,056823217961904E-05
2424,010141096862	4,062762519311893E-05
2422,744780577039	4,0797546411992505E-05
2421,4788171357213	4,09804029278562E-05
2420,212250714325	4,107250466039957E-05
2418,945081254231	4,102769793349131E-05
2417,677308696748	4,0862227343649124E-05
2416,4089329831368	4,098847491748825E-05
2415,1399540546136	4,11947581520121E-05
2413,8703718523284	4,0955693530306436E-05
2412,600186317386	4,016325434202786E-05
2411,329397390831	4,009591269899916E-05
2410,058005013667	4,074219119255763E-05
2408,786009126825	4,1214748959682015E-05
2407,513409671197	4,127383021692999E-05
2406,240206587616	4,132594101226899E-05
2404,966399816869	4,126162902270438E-05
2403,6919892996775	4,131285473913563E-05
2402,416974976717	4,131850166329833E-05
2401,141356788612	4,1266811765175886E-05
2399,865134675925	4,114484376451109E-05
2398,5883085791756	4,121038524981056E-05
2397,310878438824	4,109066474657959E-05
2396,032844195277	4,0954734813657114E-05
2394,7542057888895	4,106436425057115E-05
2393,4749631599625	4,139885580348086E-05
2392,1951162487494	4,182054693133732E-05
2390,9146649954455	4,196754111923032E-05
2389,6336093401915	4,176554219222758E-05
2388,3519492230735	4,177289461850545E-05
2387,069684584134	4,197004054753113E-05
2385,786815363357	4,2059286375514047E-05
2384,5033415006656	4,203804083328586E-05
2383,219262935949	4,20905792002588E-05
2381,9345796090274	4,213023155207933E-05
2380,6492914596747	4,2053873530832736E-05
2379,3633984276057	4,1867717218782436E-05
2378,076900452492	4,1941131664535574E-05
2376,78979747395	4,2386755971283054E-05
2375,502089431535	4,257616665035023E-05
2374,2137762647617	4,2344246161685226E-05
2372,9248579130763	4,200022811406532E-05
2371,6353343158953	4,187870046809931E-05
2370,345205412563	4,203537719156513E-05
2369,0544711423754	4,223625182655144E-05
2367,7631314445825	4,254055660304584E-05
2366,4711862583754	4,272013237766197E-05
2365,178635522898	4,250759426707821E-05
2363,8854791772355	4,1981964014449664E-05
2362,5917171604233	4,172368621136794E-05
2361,297349411456	4,200421540209211E-05
2360,0023758692478	4,257106275589509E-05
2358,7067964726884	4,299454395073315E-05
2357,4106111606015	4,313502702047312E-05
2356,1138198717636	4,3024360196075786E-05
2354,8164225448927	4,293247407402978E-05
2353,518419118667	4,289573511384324E-05
2352,2198095316962	4,2905976209461165E-05
2350,920593722549	4,305109229538876E-05
2349,6207716297395	4,288548350399279E-05
2348,320343191732	4,236974079486498E-05
2347,019308346931	4,228166129561782E-05
2345,717667033692	4,259530077351285E-05
2344,415419190329	4,2827769772522554E-05
2343,1125647550907	4,2700334527711475E-05
2341,809103666179	4,238634127682023E-05
2340,505035861741	4,226150583099564E-05
2339,20036127988	4,2645899514742615E-05
2337,895079858641	4,315891720001597E-05
2336,5891915360153	4,341421377211069E-05
2335,282696249942	4,332078038318893E-05
2333,9755939383213	4,3068255130174164E-05
2332,6678845389906	4,3018319630111055E-05
2331,359567989726	4,3216531291839625E-05
2330,050644228275	4,3328084099687544E-05
2328,741113192318	4,318440981017393E-05
2327,430974819483	4,30097359060845E-05
2326,1202290473593	4,319126358631392E-05
2324,8088758134727	4,368226108689539E-05
2323,4969150552934	4,3817857421145034E-05
2322,184346710259	4,3556631278779773E-05
2320,8711707157418	4,3543177028513586E-05
2319,5573870090557	4,353689064305078E-05
2318,2429955274856	4,356744989811726E-05
